platform,date,content_type,views,likes,comments,shares,watch_time,followers_gained,engagement_rate,virality_score,watch_time_per_view,follower_conversion_rate,day_of_week,month,week,performance_category
Instagram,2025-05-30,Story,45325,6460,1188,597,23164,300,0.1819084390512962,0.42954219525648096,0.5110645339216768,0.006618863761720904,Friday,5,22,High
Instagram,2025-05-18,Story,40298,5003,857,258,17349,400,0.1518189488312075,0.3441113702913296,0.4305176435555114,0.009926050920641223,Sunday,5,20,High
YouTube,2025-06-01,Video,25380,1431,222,38,30357,295,0.06662726556343578,0.14649330181245074,1.1960992907801418,0.011623325453112687,Sunday,6,22,Low
YouTube,2025-02-10,Video,43087,6015,744,299,20362,218,0.16380810917446098,0.3657019518648316,0.472578736045675,0.005059530716921577,Monday,2,7,High
Instagram,2025-06-19,Story,13656,1035,57,81,8594,258,0.085896309314587,0.1937609841827768,0.6293204452255419,0.018892794376098417,Thursday,6,25,Low
Instagram,2025-03-27,Post,39514,2190,386,178,43182,616,0.06969681631826695,0.16267651971453156,1.0928278584805386,0.015589411347876702,Thursday,3,13,Low
Instagram,2025-05-18,Story,35096,3372,224,238,34937,216,0.10924321860041031,0.24521312970139048,0.9954695691816732,0.006154547526783679,Sunday,5,20,Medium
YouTube,2025-05-18,Short,50750,2594,216,168,15476,684,0.05867980295566502,0.13154679802955666,0.3049458128078818,0.01347783251231527,Sunday,5,20,Low
Instagram,2025-03-11,Reel,80964,11738,875,363,27410,1359,0.1602687614248308,0.3447952176275876,0.3385455264067981,0.01678523788350378,Tuesday,3,11,High
Instagram,2025-05-01,Post,20311,2698,372,89,17675,109,0.1555314854019989,0.3425237556004136,0.8702181084141598,0.0053665501452414945,Thursday,5,18,High
YouTube,2025-03-03,Video,18336,2314,240,197,19680,270,0.150032722513089,0.34538612565445026,1.0732984293193717,0.014725130890052356,Monday,3,10,High
YouTube,2025-03-20,Short,19069,1664,238,119,11143,107,0.10598353348366459,0.24316954218889297,0.5843515653678746,0.005611201426398867,Thursday,3,12,Medium
YouTube,2025-06-12,Short,49157,5309,633,473,42825,519,0.1305002339443009,0.30274426836462764,0.8711882336188131,0.010558008015135179,Thursday,6,24,Medium
Instagram,2025-06-14,Story,14418,1581,135,86,14324,202,0.12498266056318491,0.2772229157996948,0.9934803717575253,0.014010264946594535,Saturday,6,24,Medium
Instagram,2025-02-22,Post,32062,2792,198,177,12146,593,0.09877736884785727,0.22029193437714428,0.3788285197429979,0.018495415133179465,Saturday,2,8,Low
Instagram,2025-03-25,Post,34065,4396,678,437,21271,292,0.16177895200352269,0.38194627917217083,0.6244238954939088,0.008571847937766035,Tuesday,3,13,High
Instagram,2025-03-10,Story,37337,2700,221,227,18694,447,0.08431314781583951,0.19278463722312988,0.5006829686370089,0.011972038460508342,Monday,3,11,Low
YouTube,2025-03-04,Short,40085,4849,773,420,42209,254,0.1507296993887988,0.35217662467257077,1.0529874017712362,0.0063365348634152425,Tuesday,3,10,High
Instagram,2025-03-08,Story,34471,1899,352,137,13812,450,0.06927562298743872,0.1606857938557048,0.4006846334600099,0.013054451567984683,Saturday,3,10,Low
Instagram,2025-03-13,Post,23733,1332,77,121,20304,248,0.06446719757299962,0.14747398137614293,0.8555176336746303,0.010449584966080984,Thursday,3,11,Low
Instagram,2025-02-11,Reel,64706,7948,913,588,73839,422,0.14602973449139184,0.33343121194325104,1.141146107007078,0.006521806323988502,Tuesday,2,7,High
Instagram,2025-04-25,Story,23283,2309,399,138,11458,281,0.12223510715973028,0.2793883949662844,0.4921187132242409,0.012068891465876391,Friday,4,17,Medium
YouTube,2025-03-31,Short,62301,4912,428,120,27603,894,0.08763904271199499,0.18792635752235118,0.443058698897289,0.014349689411084894,Monday,3,14,Low
Instagram,2025-05-27,Reel,68234,5485,735,519,72825,1216,0.09876307998944808,0.23111645220857638,1.0672831726118943,0.01782102764017938,Tuesday,5,22,Low
YouTube,2025-04-26,Video,22607,3171,189,149,11764,242,0.15521741053655946,0.3385677002698279,0.5203697969655416,0.010704649002521343,Saturday,4,17,High
Instagram,2025-04-23,Story,47456,7003,1074,214,24496,849,0.17470920431557654,0.3855782198246797,0.5161834120026972,0.01789025623735671,Wednesday,4,17,High
YouTube,2025-04-12,Video,23800,3348,342,211,25631,450,0.1639075630252101,0.368781512605042,1.0769327731092437,0.018907563025210083,Saturday,4,15,High
Instagram,2025-03-21,Story,6668,592,103,30,5404,87,0.10872825434913018,0.2464007198560288,0.8104379124175165,0.013047390521895621,Friday,3,12,Medium
YouTube,2025-06-29,Video,49771,6554,888,276,56995,871,0.15507022161499667,0.3446183520524,1.145144763014607,0.017500150690160938,Sunday,6,26,High
YouTube,2025-02-28,Video,36053,2986,371,163,11453,217,0.09763403877624609,0.21912184838987048,0.31767120627964385,0.0060189165950128975,Friday,2,9,Low
Instagram,2025-01-31,Reel,17644,1734,235,156,6774,211,0.12043754250736795,0.2807186579007028,0.38392654726819314,0.01195873951484924,Friday,1,5,Medium
Instagram,2025-05-01,Story,11589,792,90,19,9044,192,0.07774613857968764,0.16817671930278713,0.7803952023470533,0.016567434636293038,Thursday,5,18,Low
Instagram,2025-05-26,Post,32821,1737,296,148,16757,255,0.06645135736266415,0.15544925505012036,0.5105572651655952,0.007769415922732397,Monday,5,22,Low
YouTube,2025-02-01,Video,21624,1755,92,76,8051,354,0.08892896781354051,0.19265630780614132,0.3723177950425453,0.016370699223085462,Saturday,2,5,Low
YouTube,2025-03-04,Video,20207,1441,235,106,23313,229,0.08818726183995645,0.20374127777502846,1.1537091107042114,0.011332706487850746,Tuesday,3,10,Low
YouTube,2025-06-05,Short,82534,7209,766,540,82195,1043,0.1031696028303487,0.23524850364698185,0.9958926018368187,0.012637216177575303,Thursday,6,23,Medium
Instagram,2025-05-02,Reel,58014,3139,544,268,38105,655,0.06810425069810735,0.15944427207225842,0.6568242148446927,0.011290378184576138,Friday,5,18,Low
Instagram,2025-06-26,Post,11533,915,100,46,4723,145,0.09199687852250064,0.20463019162403537,0.40952050637301657,0.012572617705714039,Thursday,6,26,Low
YouTube,2025-04-22,Short,97005,8729,931,612,50060,594,0.10589144889438688,0.2403072006597598,0.5160558734085872,0.006123395701252513,Tuesday,4,17,Medium
YouTube,2025-05-14,Short,29763,3905,436,196,29063,197,0.15243759029667708,0.33928031448442697,0.9764808655041495,0.006618956422403656,Wednesday,5,20,High
YouTube,2025-03-14,Short,7109,629,64,32,6461,63,0.10198340132226755,0.2264734843156562,0.9088479392319595,0.008862005908003939,Friday,3,11,Medium
Instagram,2025-06-16,Post,35031,4518,316,165,33150,479,0.14270217807085153,0.30855527960948875,0.9463047015500556,0.01367360337986355,Monday,6,25,High
Instagram,2025-04-27,Post,40524,5307,546,377,35193,253,0.15373605764485243,0.3488549995064653,0.8684483269173823,0.006243213897937025,Sunday,4,17,High
Instagram,2025-06-18,Post,31724,3213,492,292,36598,615,0.12599293909973522,0.2951078048165427,1.1536376245114108,0.01938595385197327,Wednesday,6,25,Medium
YouTube,2025-03-21,Short,41331,4290,657,328,15769,434,0.12762817255812828,0.29496019936609325,0.38152960247755924,0.010500592775398611,Friday,3,12,Medium
Instagram,2025-05-25,Post,8161,1123,216,23,5624,147,0.16689131233917412,0.36870481558632523,0.689131233917412,0.01801249846832496,Sunday,5,21,High
YouTube,2025-03-15,Video,5310,688,106,37,3827,46,0.15649717514124295,0.35386064030131825,0.7207156308851224,0.008662900188323917,Saturday,3,11,High
Instagram,2025-01-05,Post,23995,3524,373,159,18535,437,0.16903521566993124,0.3734944780162534,0.7724525942904772,0.018212127526568034,Sunday,1,1,High
YouTube,2025-03-05,Video,13657,1716,248,95,11027,255,0.15076517536794318,0.3405579556271509,0.8074247638573625,0.01867174342827854,Wednesday,3,10,High
Instagram,2025-05-16,Story,21018,3122,418,84,21477,112,0.17242363688267198,0.3767247121514892,1.0218384242078218,0.005328765819773528,Friday,5,20,High
Instagram,2025-02-16,Post,8986,769,148,29,10629,74,0.10527487202314711,0.2367015357222346,1.1828399732917871,0.00823503227242377,Sunday,2,7,Medium
YouTube,2025-04-19,Video,19605,2253,126,80,7714,330,0.1254271869421066,0.2695230808467228,0.3934710533027289,0.016832440703902066,Saturday,4,16,Medium
Instagram,2025-03-22,Reel,51797,6930,1226,470,28085,750,0.16653474139428925,0.38396046103056164,0.542212869471205,0.014479603065814622,Saturday,3,12,High
Instagram,2025-04-18,Story,2809,144,21,5,2633,37,0.060519757920968316,0.13385546457814168,0.9373442506229975,0.013171947312210752,Friday,4,16,Low
Instagram,2025-05-29,Reel,51701,4948,552,306,39274,673,0.11229956867372004,0.2530318562503627,0.7596371443492389,0.013017156341269995,Thursday,5,22,Medium
Instagram,2025-04-29,Post,2126,176,16,6,2235,40,0.09313264346190028,0.20225776105362184,1.0512699905926624,0.01881467544684854,Tuesday,4,18,Low
Instagram,2025-06-27,Reel,54417,3109,555,95,19901,310,0.06907767793152875,0.153591708473455,0.3657129205946671,0.005696749177646692,Friday,6,26,Low
YouTube,2025-01-04,Video,29210,4064,394,166,25183,530,0.15830195138651146,0.3471413899349538,0.862136254707292,0.01814447107155084,Saturday,1,1,High
Instagram,2025-05-08,Reel,56238,5252,358,191,19606,709,0.10315089441303034,0.22285643159429566,0.34862548454781467,0.012607133966357268,Thursday,5,19,Medium
Instagram,2025-01-13,Story,42489,2576,238,245,14188,563,0.0719951046153122,0.16689025394808069,0.3339217209160018,0.013250488361693616,Monday,1,3,Low
Instagram,2025-03-31,Post,27272,4024,312,223,9070,523,0.1671677911410971,0.37030654150777353,0.33257553534760925,0.01917717805808155,Monday,3,14,High
Instagram,2025-06-06,Reel,3332,261,48,5,1591,65,0.09423769507803122,0.2073829531812725,0.4774909963985594,0.019507803121248498,Friday,6,23,Low
YouTube,2025-03-06,Short,48283,2453,174,77,34374,569,0.05600314810595862,0.12039434169376385,0.7119275935629518,0.01178468612140919,Thursday,3,10,Low
YouTube,2025-01-14,Video,2719,267,25,5,2903,15,0.1092313350496506,0.23317396101507906,1.067671938212578,0.005516734093416698,Tuesday,1,3,Medium
Instagram,2025-03-15,Story,46376,4583,522,455,52416,899,0.11988959806796619,0.28046834569604967,1.1302397791961358,0.019385026737967916,Saturday,3,11,Medium
YouTube,2025-01-30,Video,38825,3980,494,109,30826,400,0.1180424983902125,0.2572311654861558,0.7939729555698648,0.0103026400515132,Thursday,1,5,Medium
YouTube,2025-01-25,Short,13851,1784,164,96,14295,202,0.14757057252183958,0.3277741679301133,1.0320554472601255,0.014583784564291387,Saturday,1,4,High
YouTube,2025-04-28,Video,38733,5096,782,105,25304,488,0.15446776650401467,0.3372576356078796,0.653293057599463,0.012599075723543232,Monday,4,18,High
YouTube,2025-02-04,Short,77887,7901,1209,756,36281,991,0.1266706895887632,0.29798297533606377,0.4658158614402917,0.012723561056402224,Tuesday,2,6,Medium
Instagram,2025-04-25,Story,16643,1196,177,109,12089,317,0.08904644595325362,0.2083758937691522,0.7263714474553866,0.01904704680646518,Friday,4,17,Low
YouTube,2025-05-22,Short,91603,8815,1627,436,69398,1765,0.11875156927174874,0.2695435739004181,0.7575952752639106,0.01926792790629128,Thursday,5,21,Medium
YouTube,2025-06-26,Short,14146,1557,157,132,12075,181,0.13049625335783968,0.3000848296338188,0.8535981903011453,0.012795136434327725,Thursday,6,26,Medium
YouTube,2025-06-13,Short,144776,16259,1839,957,62659,2245,0.13161711885947946,0.29576725424103445,0.4327996352986683,0.015506713819970161,Friday,6,24,Medium
YouTube,2025-01-17,Short,11139,1665,202,161,7456,115,0.18206302181524373,0.4256216895592064,0.6693599066343477,0.010324086542777628,Friday,1,3,High
YouTube,2025-03-10,Short,78243,6794,588,241,92159,881,0.09742724588781106,0.21160998427974387,1.177856166046803,0.011259793208338127,Monday,3,11,Low
YouTube,2025-05-08,Short,85297,9346,1213,511,28551,568,0.12978182116604337,0.2917570371759851,0.33472455068759743,0.00665908531366871,Thursday,5,19,Medium
YouTube,2025-02-20,Video,28382,2715,354,263,10366,306,0.11739835106757804,0.27506870551758156,0.36523148474385175,0.010781481220491862,Thursday,2,8,Medium
YouTube,2025-04-24,Short,9656,622,69,28,9720,100,0.07446147473073736,0.16476801988400994,1.0066280033140016,0.010356255178127589,Thursday,4,17,Low
YouTube,2025-06-25,Short,53800,7541,1429,298,40404,471,0.17226765799256505,0.38771375464684016,0.7510037174721189,0.008754646840148698,Wednesday,6,26,High
Instagram,2025-01-20,Story,24497,1663,109,95,25024,387,0.07621341388741479,0.16851042984855288,1.0215128383067313,0.015797852798301832,Monday,1,4,Low
Instagram,2025-03-18,Post,21660,1794,318,36,19091,166,0.09916897506925208,0.218005540166205,0.8813942751615882,0.0076638965835641734,Tuesday,3,12,Low
Instagram,2025-03-22,Reel,24183,2678,177,177,22491,258,0.1253773311830625,0.2800314270355208,0.9300334946036471,0.010668651532067981,Saturday,3,12,Medium
YouTube,2025-03-30,Video,43482,4001,535,279,48863,627,0.11073547674899958,0.25302423991536727,1.1237523572972725,0.014419759900648544,Sunday,3,13,Medium
Instagram,2025-02-24,Post,26604,3869,343,310,25088,234,0.16997443993384453,0.3877988272440235,0.9430160878063449,0.008795669824086604,Monday,2,9,High
Instagram,2025-05-04,Story,39688,2918,273,112,15948,779,0.08322414835718606,0.18179298528522475,0.40183430759927435,0.01962809917355372,Sunday,5,18,Low
YouTube,2025-04-16,Video,48697,4695,300,118,24720,541,0.10499620099800809,0.2234223874160626,0.5076288067026716,0.011109513933096494,Wednesday,4,16,Medium
Instagram,2025-03-26,Story,28449,3845,411,78,17978,565,0.1523427888502232,0.3273577278638968,0.6319378537031178,0.019860100530774367,Wednesday,3,13,High
YouTube,2025-02-17,Short,27606,3164,520,300,17929,359,0.14431645294501194,0.3400709990581758,0.6494602622618272,0.013004419329131349,Monday,2,8,High
Instagram,2025-04-17,Story,18687,2796,463,65,21872,288,0.17787766896773158,0.39096698239417776,1.170439342858672,0.01541178359287205,Thursday,4,16,High
Instagram,2025-04-20,Post,27247,3777,373,341,28861,157,0.16482548537453665,0.3808859690975153,1.0592358791793592,0.005762102249788968,Sunday,4,16,High
YouTube,2025-05-23,Short,104689,11805,2050,340,67515,2033,0.1355920870387529,0.3005091270334037,0.644910162481254,0.01941942324408486,Friday,5,21,Medium
Instagram,2025-04-28,Story,36486,3409,364,229,18638,694,0.10968590692320342,0.24817738310584883,0.5108260702735296,0.019020994353998795,Monday,4,18,Medium
YouTube,2025-03-27,Short,23750,1292,247,94,13736,193,0.0687578947368421,0.15978947368421054,0.5783578947368421,0.008126315789473685,Thursday,3,13,Low
YouTube,2025-05-20,Video,9718,1047,138,55,7403,78,0.12759827124922823,0.2863757974891953,0.7617822597242231,0.008026342868903066,Tuesday,5,21,Medium
YouTube,2025-06-01,Video,28827,2178,399,100,23907,471,0.09286432858084434,0.20997675790057932,0.8293266729108127,0.016338848995733166,Sunday,6,22,Low
YouTube,2025-01-20,Short,8666,1204,79,34,6620,155,0.15197322870990077,0.32483267943687977,0.763904915762751,0.017885991230094624,Monday,1,4,High
YouTube,2025-06-27,Video,4438,382,20,15,3970,67,0.0939612438035151,0.20256872465074358,0.8945470932852636,0.015096890491212258,Friday,6,26,Low
YouTube,2025-06-28,Video,41741,4362,577,218,48554,228,0.12354759109748209,0.2765865695599051,1.1632208140677032,0.00546225533647972,Saturday,6,26,Medium
Instagram,2025-06-21,Story,29390,4314,608,285,35026,366,0.17716910513780199,0.4041170466144947,1.1917659067710105,0.012453215379380742,Saturday,6,25,High
YouTube,2025-05-08,Short,28393,2050,194,102,27286,296,0.08262599936604093,0.18286197302151938,0.9610115169231853,0.010425104779347022,Thursday,5,19,Low
YouTube,2025-03-01,Video,25319,2806,474,131,20310,369,0.13472096054346538,0.3036849796595442,0.8021643824795608,0.0145740353094514,Saturday,3,9,Medium
YouTube,2025-06-02,Short,95892,9867,1413,923,82390,1462,0.12725774830017103,0.2981270596087265,0.8591957618988029,0.015246318775288866,Monday,6,23,Medium
YouTube,2025-02-18,Short,73875,8952,1319,450,23789,441,0.14512351945854485,0.3263756345177665,0.3220169204737733,0.0059695431472081215,Tuesday,2,8,High
Instagram,2025-01-06,Post,3338,209,28,13,1234,54,0.07489514679448772,0.16986219292989815,0.36968244457759136,0.016177351707609346,Monday,1,2,Low
Instagram,2025-05-24,Post,25500,3784,391,288,10792,335,0.17501960784313725,0.39925490196078434,0.4232156862745098,0.013137254901960785,Saturday,5,21,High
Instagram,2025-03-08,Post,20658,2111,183,180,14979,204,0.11975989931261496,0.27451834640333045,0.7250943944234679,0.009875108916642464,Saturday,3,10,Medium
YouTube,2025-06-27,Video,12891,714,82,57,11431,94,0.06617019626095726,0.1519664882476146,0.8867426886975409,0.007291909083856954,Friday,6,26,Low
Instagram,2025-06-27,Story,20874,2618,343,102,8367,358,0.1467375682667433,0.32456644629682857,0.40083357286576604,0.017150522180703266,Friday,6,26,High
YouTube,2025-03-03,Short,12655,1741,198,65,8579,157,0.15835638087712367,0.34776768075859343,0.6779138680363492,0.012406163571710786,Monday,3,10,High
YouTube,2025-06-21,Video,31838,3522,521,140,26571,247,0.13138388089704128,0.2923236384194987,0.8345687543187386,0.00775802500157045,Saturday,6,25,Medium
YouTube,2025-06-19,Video,33069,3329,473,163,38877,401,0.11990081345066377,0.2688923160664066,1.1756327678490428,0.012126160452387432,Thursday,6,25,Medium
Instagram,2025-04-29,Story,27297,1562,239,100,20457,154,0.069641352529582,0.15902846466644685,0.749423013517969,0.005641645602080815,Tuesday,4,18,Low
YouTube,2025-01-24,Short,40758,5592,969,214,42672,204,0.16622503557583787,0.37197605378085286,1.0469601059914617,0.005005152362726336,Friday,1,4,High
Instagram,2025-04-16,Reel,65200,5663,353,409,24477,339,0.09854294478527607,0.22131901840490797,0.37541411042944783,0.005199386503067485,Wednesday,4,16,Low
Instagram,2025-04-17,Post,26900,1393,243,43,27742,326,0.06241635687732342,0.13866171003717473,1.0313011152416356,0.012118959107806691,Thursday,4,16,Low
YouTube,2025-06-22,Short,4036,457,70,34,4345,39,0.1389990089197225,0.32061446977205155,1.0765609514370664,0.009663032705649157,Sunday,6,25,Medium
YouTube,2025-05-07,Short,30451,4512,609,419,23728,408,0.181931627861154,0.425142031460379,0.7792190732652458,0.013398574759449607,Wednesday,5,19,High
Instagram,2025-02-03,Post,35433,1798,252,81,28846,651,0.060141675838907234,0.13425337961787034,0.8140998504219231,0.01837270341207349,Monday,2,6,Low
YouTube,2025-05-23,Short,38624,3836,581,258,15137,305,0.1210387323943662,0.2771592792046396,0.3919065865782933,0.007896644573322287,Friday,5,21,Medium
Instagram,2025-02-03,Post,27038,3735,622,343,26949,403,0.17382942525334713,0.4087210592499445,0.9967083364154153,0.014904948590872106,Monday,2,6,High
